date,open,high,low,close,volume
2023-11-04,34730.32,35278.4,34599.85,35087.01,4696.70148339
2023-11-05,35087.43,35410,34500,35035.42,5892.67329337
2023-11-06,35035.79,35294.12,34753.66,35059.46,7088.27153194
2023-11-07,35059.46,35963,34530.67,35416.28,13841.59195597
2023-11-08,35416.63,36113.59,35103.14,35639.13,12253.15808483
2023-11-09,35639.13,37999,35555.16,36706.59,29045.85195583
2023-11-10,36704.01,37548.8,36334.46,37324.83,15183.168535
2023-11-11,37324.84,37424.03,36701.5,37139.12,5344.45382766
2023-11-12,37139.94,37247,36740.9,37086.03,3317.50278576
2023-11-13,37086.5,37442.48,36351,36475.67,10543.29564712
2023-11-14,36475.68,36756.16,34758.64,35554.09,16008.49077729
2023-11-15,35554.1,37987,35358.45,37885.35,19941.6757032
2023-11-16,37885.35,37958.75,35511.11,36161.15,18455.96829165
2023-11-17,36161.15,36831.99,35869,36630.38,12218.85138403
2023-11-18,36631.56,36857.15,36205.89,36594.89,3468.39821362
2023-11-19,36596.14,37546.62,36404.52,37391.19,4366.44892344
2023-11-20,37389.06,37784.07,36720,37475.64,14114.01039926
2023-11-21,37472.76,37675.77,35744.9,35751.89,20837.73934338
2023-11-22,35755.33,37875,35633,37424.31,17606.97239528
2023-11-23,37424.31,37653.67,36888,37304.05,7211.31754936
2023-11-24,37304.04,38454,37257.56,37745.84,17507.8900414
2023-11-25,37746.29,37920.27,37615.91,37805.99,3567.42244915
2023-11-26,37806.84,37842.17,37156.72,37462.79,6113.0562518
2023-11-27,37462.01,37578.42,36715.1,37241.63,13510.45476059
2023-11-28,37241.64,38425.96,36873.55,37838.26,18156.47258233
2023-11-29,37838.26,38480,37581.93,37863.84,15162.68883049
2023-11-30,37864.79,38152.18,37500,37732.27,8081.19248391
2023-12-01,37732.27,39000,37618.25,38703.54,16395.90197806
2023-12-02,38706.55,39740,38660.03,39478.95,7540.7688183
2023-12-03,39467.42,40221.22,39293.02,39984.81,7153.15663784
2023-12-04,39984.81,42410.46,39983.6,41987.24,21993.05995554
2023-12-05,41985.53,45000,41384.03,44084.39,24018.76035474
2023-12-06,44086.33,44290.37,43369,43764.05,15977.55938336
2023-12-07,43766.41,44057.23,42846.53,43280.95,13055.36691088
2023-12-08,43281.11,44754.99,43087.17,44192.87,13579.40860176
2023-12-09,44192.86,44384.68,43586.14,43723.25,5469.40708431
2023-12-10,43722.84,44049.51,43562.06,43793.68,3919.09423649
2023-12-11,43793.67,43811.81,40150,41229.61,25524.67094691
2023-12-12,41229.61,42088.56,40636.51,41477.39,13414.86773655
2023-12-13,41477.6,43475,40553.15,42885.54,15798.66423037
2023-12-14,42887.39,43442.15,41426.76,43027.77,15434.25971384
2023-12-15,43027.77,43095.71,41640.51,41933.89,10861.72864667
2023-12-16,41934.84,42680.2,41626.66,42237.29,5315.65582307
2023-12-17,42235.23,42367.82,41222,41349.59,6649.06495765
2023-12-18,41349.59,42754.79,40508.01,42650.01,13394.33474824
2023-12-19,42650.01,43461.86,41780,42266.22,13403.93447528
2023-12-20,42266.25,44324.86,42184.48,43674.77,19307.1089644
2023-12-21,43673.11,44250,43295.78,43875.32,13170.9728222
2023-12-22,43875.56,44424.36,43412.82,44013.73,10733.55348079
2023-12-23,44013.65,44033.84,43333.35,43726.35,4075.08953972
2023-12-24,43728.36,43985.67,42614.17,43025.03,4947.00165569
2023-12-25,43025.02,43818.29,42755.35,43589.67,4799.73104807
2023-12-26,43589.67,43605,41600.67,42515.53,13035.02745535
2023-12-27,42521.21,43709.98,42111.47,43474.4,12917.48404475
2023-12-28,43469.06,43830.34,42265.08,42581.23,13583.91599843
2023-12-29,42581.23,43137.1,41300,42063.45,16756.43323881
2023-12-30,42064.22,42593.73,41518.19,42141.03,11609.82377015
2023-12-31,42139.32,42850,41964.68,42288.06,11397.57303743
2024-01-01,42288.58,44240.8,42175.65,44220.78,7977.72851143
2024-01-02,44220.78,45925.82,44195.13,44972.8,29583.38407747
2024-01-03,44972.81,45519.32,40625.68,42862.44,32281.85234351
2024-01-04,42860.58,44800,42650,44193.29,18193.81684353
2024-01-05,44198.35,44443.37,42450,44186.59,18073.09561495
2024-01-06,44187.76,44260.95,43436.5,43992.44,5691.43460343
2024-01-07,43992.79,44510.01,43629.7,43950.28,5931.34650683
2024-01-08,43954.52,47330,43200.44,46995.1,26447.17326625
2024-01-09,46995.09,47901,44701.54,46124.08,26305.56366042
2024-01-10,46120.79,47732.5,44320.01,46666.11,36534.39765866
2024-01-11,46678.54,49102.29,45555.55,46342.66,38150.89478822
2024-01-12,46344.96,46522.2,41444.97,42773.03,46862.43347199
2024-01-13,42775.1,43250,42427,42839.33,10998.76404264
2024-01-14,42839.32,43064.13,41680.73,41697.33,7834.26155365
2024-01-15,41698.13,43331.91,41680,42490.16,10869.45830576
2024-01-16,42481.69,43569.23,42028.02,43130.45,18180.4405406
2024-01-17,43130.35,43185.47,42160,42739.49,16381.8407159
2024-01-18,42737.68,42877.22,40600.05,41293.5,25097.42399202
2024-01-19,41290.57,42159.52,40236.49,41624.07,22745.55271173
2024-01-20,41623.94,41846.15,41418.55,41666.67,4836.63124969
2024-01-21,41666.67,41858.59,41472.49,41554.05,3138.26294449
2024-01-22,41553.92,41658,39372.44,39524.27,26539.34338688
2024-01-23,39524.27,40144.49,38501,39878.3,21966.56334645
2024-01-24,39878.28,40527.26,39382.15,40077.78,17438.97734668
2024-01-25,40079.87,40282.87,39503,39941.66,12978.7331205
2024-01-26,39941.66,42243.14,39805.95,41814.8,19359.37921096
2024-01-27,41814.96,42199.99,41383.94,42126.55,3774.45056434
2024-01-28,42126.55,42839.07,41617.53,42034.59,4298.44263812
2024-01-29,42034.57,43326.77,41787.35,43306.18,12529.09255982
2024-01-30,43303.3,43872.99,42680.2,42942.78,16384.61219735
2024-01-31,42937.72,43741.94,42265.77,42548.08,15320.62044085
2024-02-01,42545.47,43276.19,41846.04,43078.81,11526.63383073
2024-02-02,43080.38,43700,42527.58,43181.66,12202.24125895
2024-02-03,43183.62,43358.13,42863.58,43010.67,2254.45335539
2024-02-04,43007.82,43100,42228.01,42568.55,2643.251649
2024-02-05,42571.91,43520,42235,42657.67,8756.87806894
2024-02-06,42658.3,43372.79,42516.07,43095.79,7940.36830921
2024-02-07,43097.16,44430,42760.44,44343.61,12440.36853251
2024-02-08,44345.94,45637.38,44335,45305.2,19283.80580787
2024-02-09,45304.83,48230.02,45252.93,47160.41,22108.85067543
2024-02-10,47157.01,48179.43,46889.53,47767.06,5663.309891
2024-02-11,47767.06,48614,47590.3,48316.3,5243.1260706
2024-02-12,48321.14,50363.42,47715.67,49941.81,18545.08725852
2024-02-13,49941.95,50423.42,48327.81,49725.36,20471.56790372
2024-02-14,49724.55,52111,49253.92,51858.59,20249.94369733
2024-02-15,51858.51,52890,51353.49,51934.29,18465.04404385
2024-02-16,51935.23,52608.2,51597.87,52162.64,13816.27351282
2024-02-17,52162.65,52214.05,50642.36,51666.22,5387.3486576
2024-02-18,51666.23,52400,51174.38,52153.63,3997.17143898
2024-02-19,52153.63,52501.01,51687.98,51787.05,6009.01451962
2024-02-20,51787.05,53000,50764.01,52277.52,15888.87599974
2024-02-21,52277.53,52394.91,50628.6,51851.67,13735.03407249
2024-02-22,51851.46,52076,50905.65,51258.7,13104.51408087
2024-02-23,51260.29,51512.68,50513.01,50747.05,11679.16625824
2024-02-24,50746.98,51696.19,50576.55,51570.65,3448.96576791
2024-02-25,51568.63,51967.82,51275.01,51731,3617.40106809
2024-02-26,51730.96,54980,50901.23,54533.48,22422.38763854
2024-02-27,54530.32,57646.81,54490.8,57077.07,28791.48651731
2024-02-28,57077.08,64100,56723.48,62518.9,48265.6721171
2024-02-29,62520.06,63675.48,60355.61,61179.03,36825.89535085
2024-03-01,61179.03,63267.18,60788.33,62436.72,24696.65692545
2024-03-02,62439.74,62500,61623.39,62045.78,6882.38410251
2024-03-03,62045.78,63260,61388,63154.49,7314.17629968
2024-03-04,63155.74,68602.98,62300,68360.14,40600.36656889
2024-03-05,68356.7,69324.58,59224.68,63800.78,65575.09537327
2024-03-06,63802.15,67654.06,62832.39,66122.28,34655.98799427
2024-03-07,66115.48,68098.09,65599.63,66938.21,22228.36739914
2024-03-08,66938.21,70199,66157.09,68289.16,33749.52797544
2024-03-09,68289.16,68700.41,68047.62,68480,9005.50992187
2024-03-10,68480.01,70000,68221.13,69032.12,12163.05713369
2024-03-11,69032.8,72943.98,67112.21,72110.98,32332.72583229
2024-03-12,72110.98,73027.63,68603,71475.93,29420.19277654
2024-03-13,71473.43,73709.99,71337.3,73135.04,21455.92195688
2024-03-14,73135.04,73835.57,68454.47,71364.58,34226.602618
2024-03-15,71364.58,72414.96,65565.7,69506.88,40195.84231178
2024-03-16,69514.87,70050,64774.05,65254.22,16532.825303
2024-03-17,65254.22,68877.82,64505,68343.64,12631.85084112
2024-03-18,68354.29,68933.71,66562.65,67613.04,20057.37580028
2024-03-19,67609.39,68136.39,61506,61906.27,40111.97553957
2024-03-20,61902.57,68150,60771.14,67858.8,38590.78345488
2024-03-21,67855.88,68234.56,64525,65484.7,18523.96247162
2024-03-22,65478.98,66651.1,62258.36,63814.56,17807.65930238
2024-03-23,63814.56,66029.09,63013.19,63998.86,7395.08270425
2024-03-24,63998.87,67637.6,63785.57,67204.93,6535.8276512
2024-03-25,67212.69,71269.92,66381.84,69890.28,22228.13803338
2024-03-26,69895.6,71582.96,69269.69,69992.4,15697.73440865
2024-03-27,69994.9,71789.85,68369.62,69435.96,18703.73738295
2024-03-28,69437.16,71635.99,68841.01,70801.18,15224.17928189
2024-03-29,70804.06,70941.7,69036.95,69903.75,7365.03204354
2024-03-30,69903.74,70363.25,69569.03,69626.87,3262.62331859
2024-03-31,69623.86,71399.91,69587.86,71288.9,4424.66955382
2024-04-01,71291.5,71313.8,68055.15,69681.82,13916.60016523
2024-04-02,69681.85,69711,64521.61,65464.14,23496.58634089
2024-04-03,65472,66944.06,64500,65987.92,14506.55934744
2024-04-04,65984.18,69367.19,65073.95,68525.23,18624.08140025
2024-04-05,68528.69,68783.99,66000,67856.51,15515.82134206
2024-04-06,67856.51,69685,67469.19,68919.89,3985.44167764
2024-04-07,68919.57,70312,68846.23,69350.34,5766.41938443
2024-04-08,69350.36,72777,69037.33,71622.53,16648.69284289
2024-04-09,71616.31,71761.37,68200,69117.01,15143.52341376
2024-04-10,69115.79,71159.6,67463.07,70634.04,16655.987797
2024-04-11,70638.4,71305.86,69530,70020.73,11001.16448135
2024-04-12,70020.71,71265.74,65110.31,67148.61,23509.75554216
2024-04-13,67148.62,69100,60822.01,64024.77,27548.47240557
2024-04-14,64021.36,65890.91,62150,65777.05,21604.05147827
2024-04-15,65764.56,66928.82,62315.08,63452.18,21672.73701332
2024-04-16,63452.18,64400,61645.09,63814.94,17710.28213211
2024-04-17,63814.94,64524.14,59648.33,61279.36,21812.15297865
2024-04-18,61275.73,64210,60816.07,63513.85,15249.84211445
2024-04-19,63514.84,65498.99,59573.32,63848.37,22838.07934159
2024-04-20,63841.96,65463.08,63121.15,64968.87,5157.40726514
2024-04-21,64960.82,65725.81,64250,64952.92,4487.48723219
2024-04-22,64952.92,67272.73,64520,66859.17,10977.05178637
2024-04-23,66856.07,67225.66,65823.66,66414.16,8840.16749844
2024-04-24,66418,67077.97,63542.56,64255.78,15083.5524347
2024-04-25,64255.77,65287.69,62747.18,64484.44,13256.29877715
2024-04-26,64484.44,64810,63287.76,63742.39,10151.96247701
2024-04-27,63742.39,63900,62389,63422,5312.16741262
2024-04-28,63422.34,64333.33,62743.81,63108.94,4415.96831554
2024-04-29,63109.76,64200,61741.01,63844.85,10712.13554316
2024-04-30,63845.01,64727.81,59040.3,60622.1,21106.65540758
2024-05-01,60621.2,60785.49,56500,58265.59,26611.9312734
2024-05-02,58267.81,59641.03,56903.79,59071.89,13593.00905888
2024-05-03,59070.3,63365.72,58821.05,62913.03,15954.29032707
2024-05-04,62913.03,64546,62565.82,63902.88,6414.57464352
2024-05-05,63902.88,64636.75,62908.34,64023.45,4474.5195919
2024-05-06,64023.45,65523.44,62704.48,63162.24,11241.77217344
2024-05-07,63161.35,64415.06,62252.64,62315.76,8994.93773002
2024-05-08,62315.75,63013.05,60851.04,61169.53,7486.42596849
2024-05-09,61169.53,63424.14,60601.6,63073.57,8360.0553824
2024-05-10,63073.55,63470,60150,60787.47,11511.12990976
2024-05-11,60787.99,61482,60450.13,60814.63,2338.06810837
2024-05-12,60814.64,61843.45,60576.05,61453.02,2694.97577935
2024-05-13,61453.01,63456.18,60738.51,62932.37,9170.80865115
2024-05-14,62927.44,63103.02,61024.51,61539.84,13456.61307634
2024-05-15,61539.7,66480,61299.57,66244.69,21821.38858725
2024-05-16,66244.68,66772.83,64588.5,65252.18,12012.70197182
2024-05-17,65252.17,67500,65113.46,67046.33,11710.00723895
2024-05-18,67046.34,67407.79,66624.06,66923.87,3880.58113972
2024-05-19,66923.87,67701.91,65852.02,66261.62,3565.11346165
2024-05-20,66260.04,71560.9,66057.03,71432.17,20415.88691709
2024-05-21,71432.16,71980,69146.01,70142.84,16102.06132545
2024-05-22,70142.88,70659.99,68887.52,69109.93,10889.10300904
2024-05-23,69109.93,70066.95,66259,67940.45,14340.27843589
2024-05-24,67932.79,69278.75,66587.91,68547.8,10374.95988085
2024-05-25,68545.52,69605.03,68487.44,69289.67,2501.11901959
2024-05-26,69289.69,69522,68097.38,68473.72,2037.67329089
2024-05-27,68470.8,70613.39,68210.12,69368.72,5384.62278063
2024-05-28,69366.31,69533.96,67194.59,68321.98,11975.93086328
2024-05-29,68321.99,68864.11,67081.66,67569.45,8970.02059069
2024-05-30,67569.44,69536.89,67092.91,68338.58,11841.26381893
2024-05-31,68338.58,69024.71,66584.47,67472.41,10690.85876224
2024-06-01,67473.07,67837.33,67371.28,67719.29,1949.57008052
2024-06-02,67719.29,68411,67260,67735.52,2997.15241527
2024-06-03,67731.14,70295.78,67568,68791,11884.90882705
2024-06-04,68791.04,71108.9,68542.37,70542.32,18042.19396496
2024-06-05,70541.68,71804.13,70356.49,71121.11,10123.1802918
2024-06-06,71120.65,71650.56,70093.98,70773.64,7716.5079994
2024-06-07,70773.63,71974.04,68298.55,69324.53,13768.98185265
2024-06-08,69326.71,69546.58,69126.22,69304.05,2631.94610412
2024-06-09,69303.8,69848.94,69123.99,69637.87,1826.03995531
2024-06-10,69641.08,70187.53,69141.51,69497.73,6088.40363232
2024-06-11,69495.97,69547.82,66018.69,67316.53,17354.68915468
2024-06-12,67316.52,70032,66883.32,68248.6,17140.01139413
2024-06-13,68248.59,68474.49,66200,66738.85,11916.13211129
2024-06-14,66746.46,67322.72,65005,66004.39,11520.15791899
2024-06-15,66004.36,66428.57,65800.86,66192,2004.1421548
2024-06-16,66192,66931.18,65999,66628.75,2118.65163435
2024-06-17,66629.38,67274.96,65050,66481.81,14487.64060903
2024-06-18,66481.81,66574.33,64010.01,65152.8,15937.73176483
2024-06-19,65150.9,65709.26,64635.48,64943.79,4958.38361329
2024-06-20,64945.67,66455.52,64500,64840.88,9346.70807899
2024-06-21,64840.89,65017.1,63300.93,64120.28,9816.79599936
2024-06-22,64120.28,64523.91,63910.01,64235.01,2324.21500373
2024-06-23,64235,64499.95,63125.75,63171.43,2054.79092364
2024-06-24,63169.36,63343.91,58414.28,60263,21418.04594647
2024-06-25,60262.16,62400,60217.36,61789.71,15201.5824773
2024-06-26,61794.47,62470,60656.8,60816.68,11392.79835017
2024-06-27,60818.86,62346.16,60546.94,61615.39,10530.35898848
2024-06-28,61611.43,62170.62,59868,60313.35,11381.0258738
2024-06-29,60312.36,61122.66,60273.8,60885.67,3199.03650127
2024-06-30,60884.44,62942.67,60611.01,62668.26,4263.22924826
2024-07-01,62669.14,63801.26,62448.46,62830.13,12326.70696465
2024-07-02,62830.94,63223.57,61000,62040.22,10688.64132628
2024-07-03,62039.44,62197.01,59332.76,60145.01,12066.71677065
2024-07-04,60145.01,60429.27,56709.73,57042.14,17969.35692426
2024-07-05,57036.45,57515.6,53499.9,56639.43,28052.41501655
2024-07-06,56634.53,58481.97,56020.32,58244.75,6449.32501293
2024-07-07,58240.36,58448.89,55717.23,55854.09,5320.91645368
2024-07-08,55852.61,58200,54278.93,56699.43,19043.04861272
2024-07-09,56701.18,58295.31,56276.37,58047.86,11757.76025902
2024-07-10,58047.86,59481.93,57157.28,57712.59,11619.63229345
2024-07-11,57713.4,59533.06,57036.41,57340.77,11433.53379518
2024-07-12,57343.66,58550,56538.33,57909.03,10516.60400149
2024-07-13,57908.61,59875,57770.92,59224.58,4255.10545721
2024-07-14,59224.58,61428.67,59209.2,60808.42,6132.37403058
2024-07-15,60804.97,64943.61,60666.59,64757.16,20601.73387957
2024-07-16,64757.16,65405.89,62410.33,65088.99,14691.92002303
2024-07-17,65086.55,66139,63853.99,64085.81,10647.79709095
2024-07-18,64085.82,65130.88,63222.6,63982.86,7637.52760383
2024-07-19,63977.64,67504.22,63289.15,66707.61,15163.05745737
2024-07-20,66707.61,67635,66271,67163.83,4671.38885135
2024-07-21,67163.82,68380,65820.18,68181.28,6027.86201344
2024-07-22,68181.16,68495,66569.42,67558.22,11844.79119584
2024-07-23,67560.03,67786.84,65444.3,65939.24,10791.03782177
2024-07-24,65939.24,67131.17,65090.61,65366.4,7702.25551129
2024-07-25,65358.86,66161.98,63412.46,65795.42,10452.25571747
2024-07-26,65795.52,68216.66,65705.6,67924.08,9315.20918753
2024-07-27,67921.46,69418.15,66635.28,67899.41,10233.62198513
2024-07-28,67901.81,68308.82,67021.8,68244.3,3505.5483691
2024-07-29,68244.3,70000,66400.01,66771.45,13641.48475825
2024-07-30,66767.14,66994.15,65283.68,66169.68,8733.57157991
2024-07-31,66169.68,66837.4,64500,64609.62,8986.37529253
2024-08-01,64609.61,65593.56,62212.81,65288.18,15636.72205775
2024-08-02,65293.48,65557.86,61150,61418.06,15390.00963957
2024-08-03,61418.06,62171.58,59819.13,60674.93,8019.39450918
2024-08-04,60674.93,61082.3,57123,58130.95,10319.01091658
2024-08-05,58131.31,58282.83,49050.01,54029.12,59125.78926672
2024-08-06,54037.9,57091.16,53965.57,56048.08,16897.67519536
2024-08-07,56048.07,57757.15,54564.15,55148.1,13971.5151871
2024-08-08,55144.14,62755.24,54737.32,61705.58,20623.04985861
2024-08-09,61704.05,61764.38,59552.46,60862.13,11569.80744379
2024-08-10,60864.71,61500,60255.61,60935.02,3157.63609699
2024-08-11,60935.01,61868.69,58312.63,58722.49,5229.37008498
2024-08-12,58717.44,60721.77,57653.31,59358.78,12183.92944247
2024-08-13,59358.78,61615.43,58402.01,60603.19,10879.76363828
2024-08-14,60603.19,61827.2,58453.56,58690.62,12938.61473824
2024-08-15,58690.62,59883.49,56120,57543.61,14506.63316989
2024-08-16,57543.57,59871.61,57096.56,58888.99,11930.21788221
2024-08-17,58888.99,59711.02,58803.45,59497.49,2787.56355634
2024-08-18,59497.49,60284.99,58422,58437.9,4325.64817169
2024-08-19,58436.2,59639.81,57820,59452.67,8539.29378706
2024-08-20,59455.81,61457.03,58571.96,59017.59,11062.05279919
2024-08-21,59017.59,61849.98,58793.89,61163.28,13380.11101719
2024-08-22,61167.54,61430.48,59750,60383.29,9608.6955368
2024-08-23,60383.28,64987,60343.2,64086.72,17852.77117167
2024-08-24,64091.63,64529.78,63564.22,64179.63,5020.91676004
2024-08-25,64179.63,65050.08,63793.74,64251.93,4012.30764642
2024-08-26,64250.01,64509.36,62806.8,62840,10741.96651081
2024-08-27,62840.09,63226.26,58025.49,59439.64,14195.89496578
2024-08-28,59437.68,60236.98,57851.62,59045.88,10001.12169866
2024-08-29,59047.94,61194.09,58729.39,59364.47,10933.22040343
2024-08-30,59353.12,59929.63,57700,59112.77,9382.9124508
2024-08-31,59117.59,59446.99,58739.31,58968.37,1368.21775121
2024-09-01,58968.37,59070.55,57200,57299,4411.05388122
2024-09-02,57291.21,59423,57119.01,59139.83,4318.6544603
2024-09-03,59138.89,59825.7,57394.49,57468.84,8264.44971184
2024-09-04,57460.5,58531.25,55555,57971,13715.96171494
2024-09-05,57971,58326.12,55628.04,56156.82,12281.57828747
2024-09-06,56156.82,56995,52530,53950.01,18495.45064356
2024-09-07,53950,54847,53733.1,54156.33,3284.57722628
2024-09-08,54159.6,55315.95,53623.95,54881.11,3684.86816392
2024-09-09,54881.1,58119.97,54565.56,57053.9,10203.03329517
2024-09-10,57047.82,58050.35,56377.76,57645.59,6433.21371111
2024-09-11,57641.15,58014.35,55534.41,57352.79,11678.94297124
2024-09-12,57352.92,58600,57311.15,58137.54,10175.62390483
2024-09-13,58137.33,60670,57630.01,60543.35,11935.95544754
2024-09-14,60543.35,60660,59436.8,60012.35,3147.39019631
2024-09-15,60012.34,60402.34,58695.75,59122.33,3975.3568185
2024-09-16,59122.7,59214.15,57477,58208.75,7654.10991835
2024-09-17,58209.76,61373.41,57620.27,60312.6,11701.89074715
2024-09-18,60317.38,61800,59174.5,61769.18,11471.50683029
2024-09-19,61770.38,63891.82,61569.16,62960.14,15075.86835522
2024-09-20,62956.04,64140.67,62340,63210.69,10636.1082809
2024-09-21,63210.94,63575.63,62755,63362.74,1960.85712028
2024-09-22,63362.74,64000,62380.55,63577.66,2882.2341982
2024-09-23,63580.39,64739.67,62566.28,63338.87,7014.74459935
2024-09-24,63338.85,64700,62689.15,64272.93,8933.46473574
2024-09-25,64272.93,64811,62932.8,63130.89,5909.09510453
2024-09-26,63131.13,65865,62652.99,65177.21,12789.85035505
2024-09-27,65176.39,66550,64827.85,65789,9529.0168808
2024-09-28,65787.53,66266.39,65400,65858.99,2755.22680581
2024-09-29,65857.33,66059,65433.29,65600.01,2721.35197741
2024-09-30,65600.01,65624.95,62833.95,63301.25,10629.74147917
2024-10-01,63305.52,64106.75,60150.89,60790,15970.80295516
2024-10-02,60792.63,62380.34,59969.2,60631.37,8764.03050337
2024-10-03,60631.36,61474.92,59824.87,60744.99,7834.55718072
2024-10-04,60745,62481,60454.5,62090.71,7884.21831808
2024-10-05,62090.7,62380.04,61686.34,62051.29,1783.56564961
2024-10-06,62051.29,62978.75,61805.85,62810.86,2086.21821773
2024-10-07,62810.93,64467.02,62113.28,62200.28,10707.1500015
2024-10-08,62203.82,63191.05,61824.48,62122.02,6566.33034742
